epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,2317.22,0.40623,0.54075,0.76852,0.9852,1,0.97933,0.99484,0.89803,0.87741,0.87302,0.84415,0.15775,0.38306,8.39177,1.5237,0.9472,0.000638438,0.000638438,0.000638438
35,2498.96,0.34965,0.55038,0.70774,0.96533,0.98038,1,0.99391,0.90638,0.94852,0.96825,0.96174,0.28525,0.40696,7.32829,1.40461,0.93428,0.000657111,0.000657111,0.000657111
36,2632.53,0.4367,0.71693,0.74871,1.01741,0.99903,1,0.995,0.83881,0.891,0.90476,0.89563,0.23924,0.64867,7.21129,1.87535,1.14093,0.000675745,0.000675745,0.000675745
37,6039.34,0.39288,0.58789,0.71361,0.98845,1,0.97402,0.995,0.6522,0.64308,0.62925,0.47847,0.06849,0.99079,8.93792,1.99067,1.81932,0.000694339,0.000694339,0.000694339
38,6042.68,0.40365,0.53968,0.70395,1.00749,0.98394,0.9724,0.9939,0.59638,0.52096,0.51793,0.38446,0.0594,0.92618,8.76302,2.09333,1.61568,0.000712894,0.000712894,0.000712894
39,6148.55,0.41026,0.61927,0.74269,1.0143,0.9683,0.96965,0.99361,0.67199,0.49635,0.50065,0.29376,0.04492,0.82826,11.1637,2.04543,1.56888,0.000731409,0.000731409,0.000731409
40,6262.08,0.3953,0.57632,0.68646,1.00313,0.98304,0.9202,0.98295,0.76161,0.44366,0.49369,0.2996,0.05341,0.73006,10.4077,2.22088,1.31448,0.000749884,0.000749884,0.000749884
41,6363.29,0.39862,0.66495,0.70905,0.9956,0.88703,0.87243,0.94364,0.75261,0.23272,0.24559,0.10604,0.01871,0.65107,13.9099,2.12406,1.23079,0.00076832,0.00076832,0.00076832
42,6473.45,0.4333,0.6052,0.73467,1.00562,0.90731,0.8254,0.9325,0.76644,0.07066,0.03175,0.0264,0.00488,0.59235,19.7089,2.06222,1.28177,0.000786716,0.000786716,0.000786716
43,6577.16,0.43778,0.62414,0.71746,1.04714,0.54051,0.93362,0.70021,0.57319,0.00169,0.50794,0.00402,0.00069,0.55019,21.3718,2.31563,1.12446,0.000805073,0.000805073,0.000805073
44,8606.45,0.47604,0.58164,0.71217,1.07148,0.62312,0.33333,0.53781,0.34253,0.00079,0.2381,0.00071,0.00014,0.93101,17.055,2.84122,1.31514,0.00082339,0.00082339,0.00082339
45,8694.45,0.42648,0.67878,0.70484,1.03941,0.71114,0.15646,0.33876,0.17092,0.00011,0.03175,6e-05,1e-05,1.87969,15.9489,3.48372,2.00968,0.000841667,0.000841667,0.000841667
46,10274.8,0.38665,0.54607,0.66653,0.95973,0.17741,0.19048,0.20971,0.0787,0,0,0,0,1.8684,13.8949,3.41006,1.9735,0.000859905,0.000859905,0.000859905
47,11889.7,0.45939,0.56548,0.67245,1.0457,0.16236,0.4127,0.17036,0.0638,0,0,0,0,1.44795,16.0056,3.43769,1.79377,0.000878103,0.000878103,0.000878103
48,11969.8,0.41851,0.59526,0.715,1.03069,0.49386,0.46032,0.56095,0.35174,0,0,0,0,1.15051,15.513,2.87723,1.61977,0.000896262,0.000896262,0.000896262
49,11972.8,0.41129,0.52797,0.68025,0.99667,0.93114,0.85859,0.93257,0.60456,0,0,0,0,0.88684,12.9339,2.51653,1.39647,0.000914381,0.000914381,0.000914381
50,12091.3,0.44391,0.62908,0.68009,1.001,0.89403,0.7619,0.91626,0.55149,0,0,0,0,0.78678,9.30918,2.53285,1.16666,0.00093246,0.00093246,0.00093246
51,12095.7,0.4125,0.67651,0.6596,1.00826,0.86569,0.81851,0.91665,0.60774,0.13025,0.06349,0.04,0.00407,0.79216,6.34922,2.32797,1.17763,0.0009505,0.0009505,0.0009505
52,13183.7,0.4121,0.55862,0.66598,1.00961,0.97508,0.84127,0.95843,0.67168,0.9034,0.73016,0.79912,0.16813,0.67974,4.02686,2.11568,1.05518,0.0009685,0.0009685,0.0009685
53,13271.2,0.37455,0.57632,0.61714,0.98101,0.98285,0.90991,0.97518,0.77296,0.98285,0.90991,0.96465,0.52284,0.46525,2.03302,1.91817,0.81739,0.000986461,0.000986461,0.000986461
54,13273.9,0.46462,0.72026,0.67036,1.01712,0.98282,0.90814,0.96822,0.85476,0.98282,0.90814,0.96845,0.65995,0.34913,1.4538,1.68768,0.76799,0.00100438,0.00100438,0.00100438
55,14095.1,0.48937,0.59885,0.66196,1.04196,0.96158,0.79466,0.931,0.89119,0.96158,0.79466,0.931,0.68767,0.32129,1.09008,1.63815,0.77303,0.00102226,0.00102226,0.00102226
56,15133.1,0.39696,0.54355,0.64379,1.00462,1,0.86941,0.95842,0.90238,1,0.86941,0.95842,0.68835,0.33562,1.12462,1.38269,0.94707,0.0010401,0.0010401,0.0010401
57,15208.8,0.37153,0.62685,0.60823,0.96226,0.98207,0.86947,0.95368,0.87644,0.98207,0.86947,0.95368,0.65787,0.36354,1.42098,1.46166,0.9652,0.00105791,0.00105791,0.00105791
58,15212.3,0.49739,0.71833,0.69576,1.06033,0.96272,0.92063,0.98852,0.87781,0.96272,0.92063,0.98852,0.70808,0.53648,1.35489,1.41925,1.38482,0.00107567,0.00107567,0.00107567
59,16147.5,0.43642,0.57525,0.59633,1.0164,0.99664,0.84127,0.95918,0.83388,0.99664,0.84127,0.95918,0.6822,0.6453,1.11346,1.48159,1.6874,0.00109339,0.00109339,0.00109339
60,16230.6,0.4459,0.62982,0.66177,1.04172,0.95795,0.72335,0.90138,0.69449,0.95795,0.72335,0.90138,0.65707,0.65257,0.83527,1.58872,1.48226,0.00111108,0.00111108,0.00111108
61,16994.5,0.42945,0.63357,0.60684,1.00605,0.77546,0.79365,0.89657,0.62225,0.77546,0.79365,0.89657,0.67033,0.71828,0.65625,1.7797,1.50446,0.00112872,0.00112872,0.00112872
62,18822.8,0.41394,0.68848,0.64201,1.01715,0.61849,0.84922,0.85157,0.64234,0.61849,0.84922,0.85157,0.64294,0.71779,0.77657,1.72072,1.44222,0.00114632,0.00114632,0.00114632
63,18907.6,0.43212,0.64923,0.60904,0.97947,0.83752,0.90003,0.91498,0.69096,0.83752,0.90003,0.91498,0.63705,0.81037,1.16529,1.611,1.61157,0.00116389,0.00116389,0.00116389
64,18980.5,0.42675,0.66493,0.58101,1.03377,0.77015,0.87302,0.89469,0.75908,0.77015,0.87302,0.89469,0.65131,0.52379,1.25407,1.14342,1.10266,0.00118141,0.00118141,0.00118141
65,19900.9,0.42883,0.65953,0.58922,0.99563,0.67627,0.96166,0.82569,0.76435,0.67627,0.96166,0.82569,0.65894,0.3873,1.129,1.06292,0.94773,0.0011989,0.0011989,0.0011989
66,19905.1,0.40251,0.57616,0.55104,0.98345,0.71986,0.97896,0.84839,0.76339,0.71986,0.97896,0.84839,0.71054,0.38278,0.91284,0.94022,0.85789,0.00121635,0.00121635,0.00121635
67,20913.2,0.4229,0.66097,0.5732,1.04752,0.96711,1,0.97223,0.88318,0.96711,1,0.97223,0.85054,0.37016,0.70585,0.87464,0.83667,0.00123375,0.00123375,0.00123375
68,21678.3,0.41717,0.58584,0.5236,0.99471,0.99817,1,0.995,0.9041,0.99817,1,0.995,0.87336,0.36667,0.62987,0.8791,0.81737,0.00125112,0.00125112,0.00125112
69,22396.9,0.42681,0.58546,0.56329,0.97644,0.96897,0.99137,0.99408,0.86056,0.96897,0.99137,0.99408,0.84404,0.47503,0.64005,1.05912,0.91471,0.00126844,0.00126844,0.00126844
70,23099.6,0.36744,0.53005,0.54186,0.99818,0.8358,0.92063,0.95027,0.82375,0.8358,0.92063,0.95027,0.75469,0.56367,0.70776,1.20029,1.01088,0.00128573,0.00128573,0.00128573
71,23175,0.4367,0.70699,0.55984,1.02757,0.99995,1,0.995,0.90342,0.99995,1,0.995,0.78875,0.47676,0.68036,1.03,0.89136,0.00130298,0.00130298,0.00130298
72,23266.3,0.51637,0.70297,0.58412,1.12112,0.99721,1,0.995,0.90656,0.99721,1,0.995,0.73266,0.45373,0.77929,1.14289,0.81842,0.00132019,0.00132019,0.00132019
73,24104.2,0.43933,0.71835,0.61339,1.03105,0.76014,0.90476,0.90727,0.47568,0.77935,0.92063,0.91992,0.49398,0.67908,1.07938,2.05757,1.02911,0.00133736,0.00133736,0.00133736
74,24108.7,0.47437,0.75373,0.62391,1.05409,0.73989,0.65079,0.80094,0.53244,0.73989,0.65079,0.80094,0.47427,0.58644,1.05858,1.93026,0.97984,0.00135449,0.00135449,0.00135449
75,24204.2,0.47588,0.65815,0.58608,1.02184,0.81595,0.53968,0.79369,0.44993,0.75844,0.50794,0.7235,0.43127,0.86027,0.86908,2.08259,1.40429,0.00137158,0.00137158,0.00137158
76,24897.3,0.41535,0.53123,0.52956,1.01846,0.22321,0.52381,0.26505,0.05275,0.22413,0.55556,0.19345,0.05462,2.34548,0.73879,2.44641,2.63551,0.00138863,0.00138863,0.00138863
77,24985,0.43756,0.63948,0.55012,1.00558,0.206,0.46538,0.16765,0.02585,0.27521,0.5873,0.24488,0.05425,3.04066,0.79565,2.45432,3.21411,0.00140564,0.00140564,0.00140564
78,24988.3,0.46995,0.62821,0.54697,1.02134,0.55709,0.79864,0.60757,0.15366,0.42098,0.8254,0.44238,0.13295,1.7536,0.81618,2.31017,2.13543,0.00142261,0.00142261,0.00142261
79,26414.1,0.46238,0.63623,0.5101,1.00848,0.74636,0.87302,0.89945,0.5723,0.75993,0.88889,0.90517,0.6003,0.77375,0.70959,1.73137,1.12512,0.00143954,0.00143954,0.00143954
80,26502.1,0.43482,0.58583,0.55094,1.02819,0.5594,0.87302,0.74699,0.59288,0.53554,0.87856,0.73539,0.56566,0.55479,0.7068,1.61779,1.01347,0.00145643,0.00145643,0.00145643
81,27510.4,0.49637,0.75516,0.55033,1.02959,0.88459,0.85168,0.95193,0.80869,0.86549,0.81713,0.94276,0.71089,0.48618,0.77296,1.37327,0.99012,0.00147328,0.00147328,0.00147328
82,27583.7,0.46534,0.61304,0.56772,1.04321,0.88366,0.93651,0.95065,0.89465,0.88366,0.93651,0.95065,0.79727,0.48309,0.7067,1.34934,0.98527,0.00149009,0.00149009,0.00149009
83,27586.8,0.50038,0.686,0.61286,1.04585,0.71276,0.86658,0.84348,0.60266,0.71276,0.86658,0.84348,0.6506,0.6258,0.62589,2.06,1.19112,0.00150686,0.00150686,0.00150686
84,27670.7,0.47146,0.62708,0.60156,1.05761,0.82432,0.87302,0.92719,0.58705,0.82432,0.87302,0.92719,0.65518,0.72391,0.5781,2.14307,1.23729,0.0015236,0.0015236,0.0015236
85,28254.8,0.45921,0.72278,0.57291,1.02204,0.93439,0.9042,0.96361,0.60602,0.96718,0.93554,0.97758,0.70104,0.78063,0.67604,1.74746,1.39216,0.00154029,0.00154029,0.00154029
86,29176.7,0.43177,0.59844,0.54662,0.99145,0.95271,0.95931,0.98682,0.67969,0.95271,0.95931,0.98682,0.72868,0.79046,0.79645,1.56907,1.51091,0.00155695,0.00155695,0.00155695
87,29244.9,0.48172,0.6058,0.58546,1.0363,0.75363,0.93651,0.86255,0.6269,0.75363,0.93651,0.86255,0.63166,0.70845,0.90717,1.51905,1.11149,0.00157356,0.00157356,0.00157356
88,30013,0.40713,0.52268,0.50032,0.99016,0.68509,0.86333,0.72499,0.56032,0.68509,0.86333,0.72467,0.547,0.57716,0.90866,1.41548,0.92926,0.00159013,0.00159013,0.00159013
89,30017.1,0.47866,0.60188,0.59449,1.05983,0.73523,0.90476,0.77959,0.61722,0.73523,0.90476,0.78068,0.58006,0.65687,1.08185,1.24886,1.10574,0.00160667,0.00160667,0.00160667
90,30097.4,0.43208,0.62562,0.56766,1.01974,0.98137,0.83637,0.91124,0.5393,0.9818,0.85613,0.90779,0.59784,1.07966,1.38911,1.46995,1.63342,0.00162316,0.00162316,0.00162316
91,30200.3,0.43572,0.55571,0.51784,0.9883,0.95067,0.79365,0.8837,0.79394,0.95067,0.79365,0.88611,0.48033,0.49031,1.82069,1.06164,0.99128,0.00163962,0.00163962,0.00163962
92,31134.3,0.4663,0.68891,0.5206,1.05485,0.99612,0.87302,0.91817,0.86945,0.99612,0.87302,0.91817,0.70768,0.37801,0.90747,0.90832,0.88582,0.00165604,0.00165604,0.00165604
93,31872.3,0.42009,0.57613,0.51038,1.01775,0.95316,0.74603,0.8951,0.77479,0.95316,0.74603,0.89574,0.73344,0.38842,0.55427,1.01707,0.81594,0.00167241,0.00167241,0.00167241
94,31945.2,0.41379,0.62776,0.47562,0.99597,0.90375,0.80952,0.93367,0.85469,0.90375,0.80952,0.93367,0.79349,0.35135,0.55272,1.00285,0.7429,0.00168875,0.00168875,0.00168875
95,32787.1,0.46126,0.6276,0.56265,1.00262,0.96738,0.94145,0.98851,0.94559,0.96738,0.94145,0.98851,0.84659,0.36145,0.60235,1.02268,0.83688,0.00170505,0.00170505,0.00170505
96,33660.1,0.41261,0.50264,0.46962,1.01276,1,0.99282,0.995,0.90417,1,0.99282,0.995,0.83411,0.48679,0.64615,1.09406,1.08271,0.00172131,0.00172131,0.00172131
97,33748.1,0.46621,0.76289,0.53339,1.00351,1,0.97993,0.991,0.85007,1,0.97993,0.991,0.46319,0.58046,1.66179,1.17124,1.2848,0.00173752,0.00173752,0.00173752
98,33831.2,0.46917,0.73009,0.50954,1.03628,0.89224,0.84127,0.95195,0.75563,0.82901,0.77778,0.86234,0.25191,0.6079,2.73927,1.29456,1.38339,0.0017537,0.0017537,0.0017537
99,33944.1,0.48872,0.63397,0.51562,1.04189,0.75581,0.73016,0.84391,0.67073,0.75581,0.73016,0.82641,0.34612,0.58362,2.13551,1.36047,1.22161,0.00176984,0.00176984,0.00176984
100,33945.7,0.46294,0.65185,0.53304,1.00331,0.58337,0.84127,0.73519,0.48606,0.58337,0.84127,0.73519,0.4119,0.6702,1.47413,1.59966,1.37456,0.00178594,0.00178594,0.00178594
101,33954.4,0.4024,0.5278,0.4633,1.01848,0.40272,0.87302,0.46409,0.25277,0.40272,0.87302,0.47222,0.30308,0.85225,1.09789,1.74678,1.75294,0.001802,0.001802,0.001802
102,33956.9,0.45903,0.58519,0.44773,1.0219,0.46978,0.74603,0.63126,0.33852,0.46978,0.74603,0.63126,0.41919,0.98207,1.01338,1.62171,1.81667,0.00180002,0.00180002,0.00180002
103,33960.4,0.37384,0.57614,0.44139,0.95237,0.50959,0.77778,0.57253,0.29794,0.53465,0.77778,0.58322,0.33428,1.24757,1.32794,1.6759,2.1335,0.00179804,0.00179804,0.00179804
104,33963.1,0.44656,0.46142,0.45843,1.02402,0.51568,0.72677,0.62983,0.31908,0.51568,0.72677,0.62983,0.38537,1.18669,1.16939,1.80464,1.88932,0.00179606,0.00179606,0.00179606
105,33966.1,0.42623,0.5919,0.45367,1.02122,0.19919,0.34352,0.23407,0.1168,0.17921,0.30501,0.19184,0.05044,1.11522,2.05883,2.33443,1.63722,0.00179408,0.00179408,0.00179408
106,33968.8,0.44017,0.56966,0.51203,1.03663,0.31352,0.44444,0.29528,0.16566,0.21042,0.31746,0.17088,0.03162,1.03325,3.24458,2.1835,1.48664,0.0017921,0.0017921,0.0017921
107,33971.7,0.40334,0.49175,0.43996,0.97855,0.50577,0.53609,0.54365,0.32572,0.20852,0.23006,0.17452,0.02446,1.04096,4.41163,1.94365,1.43946,0.00179012,0.00179012,0.00179012
108,33974.5,0.4533,0.61041,0.46656,1.04096,0.58256,0.576,0.64079,0.36408,0.54623,0.55556,0.541,0.14126,1.05222,3.0282,1.99122,1.34587,0.00178814,0.00178814,0.00178814
109,33977.2,0.47425,0.63344,0.50498,1.07085,0.91472,0.95238,0.98532,0.90989,0.91472,0.95238,0.98532,0.51653,0.48501,1.80268,1.24271,0.85359,0.00178616,0.00178616,0.00178616
110,33980.3,0.46542,0.55946,0.50523,1.03113,0.98376,1,0.995,0.90819,0.98376,1,0.995,0.44396,0.3904,1.82009,0.92594,0.74769,0.00178418,0.00178418,0.00178418
111,33983.1,0.45399,0.6181,0.48127,1.02619,0.93441,0.95238,0.97898,0.86434,0.91828,0.93651,0.95078,0.298,0.45022,2.65972,1.16126,0.82075,0.0017822,0.0017822,0.0017822
112,33985.9,0.40806,0.62362,0.46464,1.00439,0.71017,0.93347,0.88338,0.7449,0.67452,0.88818,0.77622,0.15017,0.5251,3.60641,1.46833,0.93832,0.00178022,0.00178022,0.00178022
113,33988.8,0.36985,0.63639,0.44105,0.96146,0.59687,0.84127,0.8155,0.69918,0.66318,0.59387,0.66449,0.1186,0.50107,3.96785,1.51289,0.92003,0.00177824,0.00177824,0.00177824
114,33991.6,0.44994,0.71611,0.48896,1.01948,0.81993,0.88889,0.91192,0.65724,0.08517,0.12698,0.02103,0.00228,0.41821,5.92557,1.24498,0.82479,0.00177626,0.00177626,0.00177626
115,33994.4,0.47989,0.65296,0.49809,1.02262,0.89214,0.93651,0.97665,0.83866,0.01241,0.01587,0.0052,0.00061,0.42803,6.54187,0.90405,0.84506,0.00177428,0.00177428,0.00177428
116,33997.3,0.45781,0.68576,0.51851,1.0046,0.89294,1,0.98653,0.87096,0.11461,0.12698,0.0403,0.00693,0.43637,5.43596,0.78232,0.87399,0.0017723,0.0017723,0.0017723
117,34000.2,0.43331,0.61098,0.47477,0.96608,0.79042,0.88889,0.94546,0.79511,0.2632,0.30159,0.13132,0.01513,0.39756,5.38888,1.01214,0.82627,0.00177032,0.00177032,0.00177032
118,34003.3,0.47899,0.66682,0.48108,1.04623,0.4958,0.65079,0.66125,0.41793,0.06842,0.01587,0.00504,0.00082,0.5522,6.76935,1.63287,1.03197,0.00176834,0.00176834,0.00176834
119,34006.1,0.4468,0.65786,0.45476,1.0023,0.52184,0.66667,0.67718,0.34067,0.26803,0.50794,0.28418,0.03963,0.77302,4.36429,2.77096,1.28714,0.00176636,0.00176636,0.00176636
120,34008.8,0.4939,0.69808,0.46785,1.09338,0.79148,0.87302,0.86825,0.33955,0.35653,0.39683,0.29125,0.06511,0.86285,3.78751,3.41022,1.38516,0.00176438,0.00176438,0.00176438
121,34011.8,0.52945,0.65185,0.49825,1.0998,0.71889,0.85714,0.83016,0.49167,0.32697,0.57143,0.21047,0.02668,0.75612,6.03903,2.46701,1.38144,0.0017624,0.0017624,0.0017624
122,34014.7,0.43407,0.56913,0.46061,1.06206,0.8864,0.92063,0.94885,0.65313,0.05839,0.06349,0.00454,0.00045,0.68203,8.95848,1.83276,1.31957,0.00176042,0.00176042,0.00176042
123,34017.5,0.41623,0.6323,0.42528,1.02785,0.76658,0.93651,0.91922,0.74331,0.03927,0.07937,0.00542,0.00056,0.59309,8.16939,2.4105,1.18953,0.00175844,0.00175844,0.00175844
124,34020.3,0.45041,0.61422,0.45711,1.02234,0.81092,0.95305,0.95665,0.82769,0.25043,0.30159,0.10563,0.0117,0.54713,7.47422,2.51297,1.11569,0.00175646,0.00175646,0.00175646
125,34023.2,0.47569,0.63047,0.48105,1.02056,0.95438,0.99624,0.99037,0.808,0.67651,0.71429,0.53293,0.0811,0.59182,5.85778,2.07334,1.23704,0.00175448,0.00175448,0.00175448
126,34026.1,0.43066,0.59612,0.43822,1.04763,0.93925,0.93651,0.97499,0.7653,0.4612,0.46032,0.28255,0.04035,0.672,6.09817,1.69802,1.34719,0.0017525,0.0017525,0.0017525
127,34028.8,0.40836,0.51081,0.42696,1.05762,0.91168,0.96825,0.9834,0.78372,0.58211,0.61911,0.47077,0.06271,0.65473,6.01394,1.52406,1.35097,0.00175052,0.00175052,0.00175052
128,34031.8,0.43809,0.48959,0.42049,0.99744,0.85159,0.87302,0.93208,0.63464,0.7437,0.77778,0.78157,0.16834,0.70688,3.74644,1.86623,1.3149,0.00174854,0.00174854,0.00174854
129,34034.5,0.45952,0.63178,0.50268,1.01308,0.91469,0.85714,0.94395,0.65099,0.82253,0.77778,0.82449,0.1978,0.70367,3.36005,1.78946,1.41303,0.00174656,0.00174656,0.00174656
130,34037.3,0.35136,0.611,0.38929,0.95349,0.90867,0.94765,0.97626,0.73006,0.90867,0.94765,0.97626,0.60223,0.73801,1.6538,1.66068,1.3864,0.00174458,0.00174458,0.00174458
131,34040.4,0.42144,0.57335,0.41437,1.02915,0.91171,0.98349,0.96692,0.77227,0.91171,0.98349,0.96692,0.73373,0.59534,1.11037,1.4277,1.17966,0.0017426,0.0017426,0.0017426
132,34043.2,0.43787,0.58382,0.44329,1.00162,0.95276,0.98413,0.98657,0.78828,0.95276,0.98413,0.98657,0.78642,0.59963,0.82704,1.33816,1.21123,0.00174062,0.00174062,0.00174062
133,34046,0.36927,0.50173,0.37188,0.97343,0.96388,0.98413,0.99014,0.79055,0.96388,0.98413,0.99014,0.73188,0.67334,0.96014,1.3354,1.42332,0.00173864,0.00173864,0.00173864
