center,left,right,steering,throttle,brake,speed
IMG/center_20250825_140941_000038.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000039.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000040.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000041.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000042.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000043.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000044.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000045.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000046.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000047.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000048.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000049.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000050.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000051.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000052.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000053.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000054.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000055.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000056.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000057.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000058.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000059.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000060.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000061.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000062.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000063.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000064.jpg,,,0.170503,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000065.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000066.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000067.jpg,,,0.204594,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000068.jpg,,,0.170503,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000069.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000070.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000071.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000072.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000073.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000074.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000075.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000076.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000077.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000078.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000079.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000080.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000081.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000082.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000083.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000084.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000085.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000086.jpg,,,0.170503,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000087.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000088.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000089.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000090.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000091.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000092.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000093.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000094.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000095.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000096.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000097.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000098.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000099.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000100.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000101.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000102.jpg,,,0.136408,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000103.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000104.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000105.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000106.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000107.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000108.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000109.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000110.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000111.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000112.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000113.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000114.jpg,,,0.102310,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000115.jpg,,,0.068208,0.200000,0.000000,0.000000
IMG/center_20250825_140941_000116.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000117.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000118.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000119.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000120.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000121.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000122.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000123.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000124.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000125.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000126.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000127.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000128.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000129.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000130.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000131.jpg,,,0.068208,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000132.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000133.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000134.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000135.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000136.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000137.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000138.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000139.jpg,,,0.034104,0.150000,0.000000,0.000000
IMG/center_20250825_140941_000140.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000141.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000142.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000143.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000144.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000145.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000146.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000147.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000148.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000149.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000150.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000151.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000152.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000153.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000154.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000155.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000156.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000157.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000158.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000159.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000160.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000161.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000162.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000163.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000164.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000165.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000166.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000167.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000168.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000169.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000170.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000171.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000172.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000173.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000174.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000175.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000176.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000177.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000178.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000179.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000180.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000181.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000182.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000183.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000184.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000185.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000186.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000187.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000188.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000189.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000190.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000191.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000192.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000193.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000194.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000195.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000196.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000197.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000198.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000199.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000200.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000201.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000202.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000203.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000204.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000205.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000206.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000207.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000208.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000209.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000210.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000211.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000212.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000213.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000214.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000215.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000216.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000217.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000218.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000219.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000220.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000221.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000222.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000223.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000224.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000225.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000226.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000227.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000228.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000229.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000230.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000231.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000232.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000233.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000234.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000235.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000236.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000237.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000238.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000239.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000240.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000241.jpg,,,-0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000242.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000243.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000244.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000245.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000246.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000247.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000248.jpg,,,-0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000249.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000250.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000251.jpg,,,0.000000,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000252.jpg,,,0.034104,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000253.jpg,,,0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000254.jpg,,,0.068208,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000255.jpg,,,0.102310,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000256.jpg,,,0.102310,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000257.jpg,,,0.170503,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000258.jpg,,,0.170503,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000259.jpg,,,0.204594,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000260.jpg,,,0.238678,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000261.jpg,,,0.272756,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000262.jpg,,,0.272756,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000263.jpg,,,0.272756,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000264.jpg,,,0.306826,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000265.jpg,,,0.306826,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000266.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000267.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000268.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000269.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000270.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000271.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000272.jpg,,,0.340888,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000273.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000274.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000275.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000276.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000277.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000278.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000279.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000280.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000281.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000282.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000283.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000284.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000285.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000286.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000287.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000288.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000289.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000290.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000291.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000292.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000293.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000294.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000295.jpg,,,0.374940,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000296.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000297.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000298.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000299.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000300.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000301.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000302.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000303.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000304.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000305.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000306.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000307.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000308.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000309.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000310.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000311.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000312.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000313.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000314.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000315.jpg,,,0.443012,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000316.jpg,,,0.443012,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000317.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000318.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000319.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000320.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000321.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000322.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000323.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000324.jpg,,,0.443012,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000325.jpg,,,0.443012,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000326.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000327.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000328.jpg,,,0.408982,0.100000,0.000000,0.000000
IMG/center_20250825_140941_000329.jpg,,,0.443012,0.100000,0.000000,0.000000
